Id,Predicted
186,577015.958238463
187,5267922.2475766605
188,485577.49958564097
189,560364.9806845377
190,1997062.059474284
191,709666.6960547548
192,187300.9388447075
193,833315.4514739143
194,773475.5062245689
195,42511.42835283786
196,251788.3542253106
197,132886.55745947108
198,900259.0776649541
199,405143.3654044727
200,510967.95613880333
201,5458533.49611378
202,268668.4547015859
203,5149120.835784349
204,901542.6681682342
205,982356.1318225344
206,877667.1343707803
207,468051.00213511934
208,409832.8010310374
209,379597.2773706247
210,1655747.1156207127
211,526454.323743742
212,614449.743918763
213,141453.67318726282
214,665165.3170504957
215,147572.3611089053
216,1131662.8055572482
217,270383.78023380117
218,252836.42617780028
219,356468.18112035026
220,739104.2551954427
221,5458533.49611378
222,5149120.835784349
223,1040454.0582524954
224,315435.988527365
225,307580.6841962524
226,903054.3725106713
227,113323.28763689843
228,278266.7994472943
229,344571.8781504217
230,123391.25640987657
231,832809.5747426016
232,658906.9117102773
233,371359.43197244854
234,541753.5485852913
235,42511.42835283786
236,98540.87553394234
237,240108.10795759756
238,2919424.1937335497
239,223911.00739661272
240,96416.66196384576
241,282233.3828514989
242,342281.15530691115
243,628074.3874513017
244,396640.9661978769
245,96588.62822269458
246,421715.91864316416
247,208002.98232943352
248,364719.81125480065
249,356549.19717586506
250,689129.3922658827
251,2370856.1856422275
252,709666.6960547548
253,243980.16020374894
254,86727.21843102259
255,1831814.1513775263
256,915557.8412627587
257,753078.685337325
258,111525.69882563883
259,267719.95998194383
260,1018398.6881286375
261,463429.50199220097
262,570637.4685603904
263,514656.83025631873
264,420799.15773870476
265,320722.1609886224
266,187663.7888479037
267,680522.474827352
268,476063.7357586793
269,797825.2512388234
270,705655.3873396838
271,155975.9117753529
272,1358982.4567147675
273,518291.4639995164
274,152614.13725805964
275,1237104.5797280655
276,319784.7567284202
277,730972.1924170185
278,5149120.835784349
279,228965.81062017241
280,735506.5262820106
281,965183.2812337069
282,832249.8792923331
283,745460.9486508592
284,260092.2678375566
285,1668786.1812243676
286,2475579.9579467336
287,202433.95839248347
288,442220.26729709026
289,545229.844598642
290,147598.25472242775
291,358611.0506269319
292,2679855.686280556
293,198761.31831045306
294,147748.14632567065
295,256929.9182491207
296,480764.15215592115
297,644775.4373961515
298,289682.2591933378
299,294223.9161761408
300,484182.62572675716
301,170941.806178602
302,331573.384291677
303,431333.53793140064
304,151250.36897833704
305,679683.2899321412
306,2679855.686280556
307,367200.4149846479
308,680126.2995922468
309,1588378.8420583347
310,356549.19717586506
311,263748.93123356905
312,631895.3412825131
313,1036521.1534065567
314,117143.7440733495
315,546266.6311308913
316,260092.2678375566
317,97414.61697322445
318,645831.6931916227
319,903054.3725106713
320,548551.9457730877
321,583806.3713294282
322,359543.9719487005
323,546266.6311308913
324,387988.56620651437
325,212153.51673572476
326,448072.9451122573
327,367484.1073048777
328,3964432.426460204
329,95685.9716562132
330,1266042.824486655
331,917872.0345243391
332,504706.46183727885
333,604105.1113865392
334,310694.644659822
335,763968.580443489
336,261380.23247816038
337,608449.7170709094
338,400880.07806078
339,138522.75994297417
340,975360.7810591828
341,788443.7062651066
342,287571.04019821616
343,545464.940264289
344,724731.0457950314
345,692465.2610007242
346,216236.59855532652
347,151250.36897833704
348,269201.79817641625
349,496066.9017762865
350,571728.2511754836
351,454863.2688108633
352,463597.7045525415
353,202523.91403833975
354,825701.7052519249
355,872411.5636444025
356,366258.372868451
357,193461.9650831623
358,453889.000355849
359,3069048.583179808
360,380476.203159128
361,99031.44882524548
362,323978.61488894577
363,184386.2972181042
364,1111981.8654255746
365,831269.3054931044
366,625285.4448544738
367,453250.5075762124
368,330606.4810072673
369,681610.8723728172
370,2571496.792578208
371,538023.6822808873
372,264620.6204935202
373,5458533.49611378
374,208094.81128816737
375,309582.73835286376
376,598591.5720358666
377,504706.46183727885
378,545330.8414610989
379,441239.21183963434
380,307783.18919089815
381,921293.9499459852
382,152108.30431105747
383,332129.4689619179
384,189458.5924343034
385,325246.63597917213
386,992202.3152005221
387,686016.1923645228
388,286484.23136957205
389,277956.27549756895
390,450208.04495277075
391,682001.3363178452
392,333134.0794237723
393,98887.69854822099
394,252534.9373797733
395,150596.74226277153
396,296033.9744881433
397,373274.2089649022
398,284862.7582115301
399,179468.01026938032
400,328457.4373530014
401,265708.1142629592
402,632836.9565517271
403,943034.1047406694
404,3774920.394329655
405,124816.77852422399
406,3198832.487377992
407,150066.67547162666
408,757767.9124952805
409,258128.36708514727
410,317493.9047602323
411,295600.4502386992
412,272712.75753061473
413,223529.40805617327
414,730972.1924170185
415,89148.95206914553
416,215789.0370454073
417,198366.77018068414
418,302966.36064233683
419,258532.74054972586
420,298559.8937269603
421,778387.276892415
422,664275.0658783069
423,650544.4029215972
424,529637.2049325081
425,3198832.487377992
426,230291.46825962383
427,236317.28913745243
428,370023.68694534374
429,182933.8293034871
430,137463.85506139635
431,402326.83568485023
432,481971.3300435675
433,484983.5072892221
434,386343.9022996183
435,132486.53063139573
436,797825.2512388234
437,167442.41859339384
438,105394.84650896846
439,5458533.49611378
440,583295.4130262627
441,976719.9228916565
442,260548.61875564884
443,1018398.6881286375
444,598591.5720358666
445,574500.5241181548
446,811323.2162520742
447,741181.2295981587
448,1111981.8654255746
449,310694.644659822
450,832249.8792923331
451,485267.5338651707
452,216236.59855532652
453,700273.6106499776
454,303503.94041746214
455,741181.2295981587
456,248833.93944492613
457,573362.1768671642
458,1997062.059474284
459,976719.9228916565
460,1737586.03576947
461,746876.2351579821
462,303167.1975015963
463,226550.09007029017
464,400880.07806078
465,322982.8366431952
466,236317.28913745243
467,1861602.0971897708
468,499238.8491397753
469,245647.35250429044
470,301512.26141722145
471,5458533.49611378
472,569500.2326108802
473,1997062.059474284
474,112752.78150211599
475,256405.44890282664
476,439383.1100557435
477,524195.9903592707
478,111209.24419332435
479,368205.0825069745
480,532810.8729490903
481,175143.86588769683
482,592599.5412138352
483,903054.3725106713
484,504706.46183727885
485,236823.61007936407
486,3964432.426460204
487,1975547.8660176245
488,644789.5822587549
489,730972.1924170185
490,628714.96438781
491,514656.83025631873
492,176208.9229485876
493,222133.13049012868
494,209120.87500906244
495,1997062.059474284
496,600750.0981265118
497,302641.429899587
498,472535.97961092123
499,268267.9975777041
500,977682.6349764232
501,268668.4547015859
502,170201.85691946815
503,546266.6311308913
504,208050.90164265758
505,257351.53545792022
506,434042.402759578
507,48945.60678695129
508,604156.8901938363
509,477861.692168365
510,876214.3294643295
511,338828.6437450555
512,95685.9716562132
513,895702.0042279884
514,900259.0776649541
515,576667.3696444659
516,182929.29929804656
517,1083663.3218354313
518,364719.81125480065
519,469490.6217389648
520,197213.30545568798
521,715031.0400263161
522,1844947.090898363
523,662630.8717339219
524,783202.2478579325
525,432067.95167476166
526,399058.4878621182
527,536831.205554131
528,275462.2123553488
529,205622.74012925834
530,3198832.487377992
531,703900.6090911159
532,338857.2873683845
533,400880.07806078
534,406526.9866937477
535,248833.93944492613
536,206015.20864008705
537,662631.0796731714
538,917322.2135104451
539,312348.1815342143
540,814790.7560910529
541,560364.9806845377
542,628074.3874513017
543,402326.83568485023
544,923586.058996206
545,700777.619843563
546,202603.50370368295
547,220022.07959828872
548,749840.1813193185
549,682001.3363178452
550,247209.4648384911
551,350339.6779694908
552,266211.4708285931
553,307065.3227030931
554,404330.2839175946
555,569650.612842066
556,199522.69419781235
557,351484.1158144112
558,963570.3196350916
559,274902.31364725257
560,258110.92489710022
561,423233.7371995566
562,189756.3739941248
563,403014.5606484381
564,590490.3797725213
565,902757.4456302323
566,780839.7447082608
567,788443.7062651066
568,890237.1437969235
569,746242.7579896074
570,717466.0078921278
571,837495.4216622524
572,341773.4452808683
573,427672.65301862767
574,368838.4283784391
575,85467.89732623483
576,546266.6311308913
577,680126.2995922468
578,724731.0457950314
579,746843.3558443452
580,404636.0418845887
581,571257.8635614215
582,716070.8817182111
583,154598.95488665396
584,502306.4491235763
585,549401.9181975122
586,261495.98208066716
587,408512.64733168745
588,85500.9755564038
589,741181.2295981587
590,3036968.869283269
591,277393.74736467196
592,683648.0843084226
593,967925.5067858404
594,340306.92532482726
595,460611.9370487454
596,831269.3054931044
597,1075429.2026916777
598,644789.5822587549
599,157349.81781328758
600,982356.1318225344
601,4067012.160206397
602,345111.35216246266
603,221620.81504010267
604,279502.86327157856
605,160144.84619807976
606,375893.4337302614
607,41674.84252814506
608,755916.3305563634
609,647954.571982828
610,5149120.835784349
611,230291.46825962383
612,300284.04062012536
613,793893.3248767151
614,186577.08932651358
615,200355.39138584607
616,178015.89436014107
617,93244.2805121277
618,464992.96813989506
619,452470.97951452615
620,549401.9181975122
621,127195.54304387906
622,416435.18646106764
623,800704.215063001
624,360881.71946639
625,326611.6824229136
626,258110.92489710022
627,53384.03651669775
628,500282.0360214827
629,313603.35927240876
630,370317.15322092077
631,1247870.3239983756
632,746843.3558443452
633,560364.9806845377
634,129173.51435895085
635,565324.8799886279
636,246789.818836828
637,352250.2924563343
638,1298665.3060596618
639,224507.4764234047
640,900485.8739225365
641,117143.7440733495
642,631997.0836023896
643,1997062.059474284
644,538158.2411348502
645,366258.372868451
646,627321.4517496575
647,408433.5600053023
648,212153.51673572476
649,694837.0981301685
650,195320.52679205046
651,632125.2295523555
652,230663.94420064118
653,214164.91148900325
654,760817.3342317538
655,611932.0440266178
656,1093849.7915859264
657,344076.38669083983
658,332388.5209047368
659,530097.3115617954
660,48816.941146610494
661,820155.2465011457
662,215352.1248076833
663,507321.02435916715
664,379534.11079989094
665,579413.6808743567
666,306036.894962245
667,124380.6388075391
668,531057.3063208499
669,388488.9702943104
670,2102465.411499086
671,447986.3735118466
672,284442.9414240982
673,788443.7062651066
674,622101.7975160157
675,492241.0195303625
676,337857.0458193686
677,316760.724310559
678,477213.2196834358
679,573104.956324873
680,1186379.30864889
681,464853.84904165386
682,518581.82033858873
683,662029.6604280423
684,463694.67960539483
685,902351.9092977933
686,355407.19029995886
687,266646.6310022239
688,600677.8903118141
689,605470.5212249091
690,270954.00541743636
691,122208.76357928547
692,272037.894715439
693,133406.76001478103
694,250095.46554614487
695,439655.78429697565
696,582529.7713759522
697,244634.35570188955
698,644911.4501788579
699,92492.24517484363
700,212256.2411326725
701,117143.7440733495
702,715031.0400263161
703,420612.9770224826
704,495873.51129648904
705,527232.3186587236
706,202603.50370368295
707,2475579.9579467336
708,321792.6316113917
709,1706646.3506033262
710,631895.3412825131
711,246305.7999795465
712,1052731.3026876582
713,1587435.1231731512
714,746843.3558443452
715,682001.3363178452
716,279332.8829506949
717,1099805.7071718292
718,559970.479073086
719,544225.150204932
720,193376.56190299676
721,729899.8563106111
722,662631.0796731714
723,804512.486751469
724,546266.6311308913
725,166796.7409180357
726,1157277.2700532584
727,640564.9463111243
728,787792.3143388063
729,500599.73415255314
730,615186.2505610407
731,173145.99077460647
732,172769.82951842828
733,2475579.9579467336
734,3799701.936143293
735,518160.26815225044
736,645839.1363837026
737,187681.81864585134
738,318992.92664624326
739,2798889.9464659863
740,117404.44690037104
741,936231.8984201323
742,729878.3669913699
743,366258.372868451
744,454863.2688108633
745,514497.55026618775
746,298616.01512690267
747,88108.87756939487
748,1220892.6906301463
749,527240.0160642059
750,563945.708261596
751,462160.24186141137
752,942828.887642543
753,1196855.8957711812
754,600814.9370564276
755,589705.6884568584
756,514656.83025631873
757,83976.68513972097
758,273295.1843856567
759,105450.9433211389
760,338555.98987931147
761,239842.23563722995
762,897275.6087794026
763,753078.685337325
764,255166.87912052308
765,354142.75752395525
766,251331.20962904676
767,770794.99003557
768,831966.9446295754
769,187133.80934803444
770,173145.99077460647
771,48741.613487614064
772,1407919.466724627
773,1453029.04382137
774,531244.6403232365
775,420338.857360835
776,113987.80522630412
777,286887.2666766451
778,176442.45692571875
779,191386.18405029565
780,277420.5149630644
781,312573.4544139208
782,499238.8491397753
783,535843.6049983507
784,210335.76172909618
785,240499.13057259814
786,662630.8717339219
787,653943.8411736825
788,608131.6691867665
789,156305.49056546166
790,472000.7852641293
791,505621.3762930765
792,172084.82762337194
793,282233.3828514989
794,242325.17230678574
795,1219806.512824081
796,874761.4346320927
797,568459.7524173036
798,1892118.0576372764
799,5458533.49611378
800,249181.31046906897
801,5458533.49611378
802,159652.0182053953
803,731776.517635682
804,2475579.9579467336
805,239221.24265836447
806,145611.02202376834
807,308131.90164767456
808,296033.9744881433
809,390469.0223384967
810,481971.3300435675
811,650716.3549999242
812,152209.85678757264
813,598260.2669257907
814,556575.5302259102
815,290907.05292167695
816,163508.07329060347
817,286484.23136957205
818,343458.0540767741
819,375256.97630171495
820,422832.9395923623
821,386810.72270473803
822,2679855.686280556
823,346000.76259234693
824,517715.73986929323
825,967925.5067858404
826,746843.3558443452
827,649029.8922683633
828,757767.9124952805
829,746242.7579896074
830,98540.87553394234
831,623366.3550103552
832,603853.9806603784
833,1075429.2026916777
834,819597.0101004915
835,583388.3906061611
836,363073.8442346867
837,655027.0492515834
838,496285.11350882
839,580271.7479941024
840,358417.43997751013
841,488456.72474571667
842,3077062.1625267644
843,612008.5721611137
844,713218.125926492
845,649029.8922683633
846,900485.8739225365
847,468977.00225991703
848,901542.6681682342
849,366046.4229716399
850,306914.54575054033
851,215352.1248076833
852,230843.25115892562
853,340934.48240199685
854,631895.3412825131
855,301512.26141722145
856,324494.5208741685
857,313028.6306426283
858,5126513.043417443
859,207365.87106858124
860,730972.1924170185
861,261030.15454087275
862,344785.5822332386
863,81814.87237198722
864,580271.7479941024
865,673963.0660976799
866,247087.82880892296
867,366436.5721086731
868,78647.18037183497
869,113407.89843121609
870,555990.5470924397
871,837527.0923455425
872,963570.3196350916
873,407431.6500509266
874,250027.32789754882
875,2200756.428447222
876,170193.1690180029
877,330440.6288887012
878,147598.25472242775
879,198761.31831045306
880,261211.84873558878
881,901542.6681682342
882,183808.95391917846
883,2996378.269411448
884,756791.5307380535
885,221824.89864803542
886,526751.447851867
887,993422.4511850427
888,419485.0558027002
889,247016.2877736858
890,534457.1955511651
891,235242.81259591502
892,121284.41558866522
893,528801.5885190773
894,2475579.9579467336
895,480073.8049343091
896,1405264.806733224
897,1136458.3498510139
898,561144.9521702367
899,131788.02699592052
900,381280.9364091216
901,279395.2944287557
902,325561.35217608616
903,880012.1402466206
904,334752.1894959454
905,279332.8829506949
906,590215.2206451378
907,5458533.49611378
908,578726.6088140584
909,963570.3196350916
910,209499.87761004092
911,311121.10192353424
912,503878.0094633037
913,449771.49850110227
914,296033.9744881433
915,255563.17468791766
916,324376.12757116253
917,251331.20962904676
918,361444.4138289578
919,335114.8067615916
920,183843.6413631462
921,89651.02084991381
922,2311498.2080912553
923,1830962.6659810292
924,649029.8922683633
925,990574.6658364903
926,515650.1060489869
927,574500.5241181548
928,611932.0440266178
929,226463.90658871716
930,2213694.1185037917
931,342281.15530691115
932,554038.8302275873
933,612008.5721611137
934,269751.42740547087
935,746242.7579896074
936,476044.87950718135
937,769082.1047060466
938,402398.6698044615
939,85467.89732623483
940,689912.3929569212
941,71542.1101402152
942,496149.40836531494
943,3198832.487377992
944,318998.9754349948
945,400452.0076312768
946,100223.71657832604
947,1997062.059474284
948,581565.8742930619
949,87516.20945005633
950,154325.56771431785
951,632368.9000340477
952,183805.80724434505
953,542957.1666950961
954,361943.0759666006
955,156791.91341887153
956,53384.03651669775
957,437947.92314986885
958,317493.9047602323
959,533760.4486918969
960,141680.2543267167
961,1094707.193411055
962,408972.35974060465
963,207928.40302398853
964,561144.9521702367
965,513482.47581914294
966,286484.23136957205
967,507038.89349676797
968,296861.49152363767
969,300284.04062012536
970,700593.234511034
971,291187.4207541119
972,44451.873147141756
973,1058706.358459534
974,207871.75909683525
975,457860.43811821856
976,1094707.193411055
977,423157.4758271747
978,270438.3550232705
979,716070.8817182111
980,145088.88066054662
981,94332.59318680543
982,215352.1248076833
983,270661.517731444
984,540611.2200781333
985,198761.31831045306
986,389362.1040747642
987,485245.8146537418
988,319008.68909895513
989,570980.4422656337
990,746843.3558443452
991,302641.429899587
992,181120.19104992927
993,256133.68434130098
994,156305.49056546166
995,312760.37804729526
996,369739.94939655997
997,193209.35974872202
998,420799.15773870476
999,682001.3363178452
1000,156852.1047976816
1001,682398.6789175218
1002,414746.6945001933
1003,1169387.982581428
1004,1169387.982581428
1005,600861.915994779
1006,275210.0525297919
1007,457860.43811821856
1008,296739.1139920502
1009,254648.83400064945
1010,704216.0213239056
1011,665781.1755354488
1012,730972.1924170185
1013,362088.6577022089
1014,341365.97551784106
1015,480764.15215592115
1016,627129.7242599863
1017,408972.35974060465
1018,97418.57288998837
1019,345172.30335040385
1020,296033.9744881433
1021,1106193.7897295963
1022,613770.599984944
1023,613770.599984944
1024,133143.64135348497
1025,1205547.3776696338
1026,504706.46183727885
1027,313603.35927240876
1028,749840.1813193185
1029,419013.72268629575
1030,144061.74979846645
1031,302228.39299858
1032,94332.59318680543
1033,3198832.487377992
1034,1543326.4743589673
1035,493409.0205849141
1036,281474.53167841985
1037,578812.2702629006
1038,736016.7000225233
1039,414970.0699300335
1040,513482.47581914294
1041,497985.4380964392
1042,343862.962344894
1043,283637.56309418404
1044,408433.5600053023
1045,231510.1114778404
1046,571728.2511754836
1047,3799701.936143293
1048,1018398.6881286375
1049,220996.5884654572
1050,741181.2295981587
1051,190423.356841312
1052,122391.84301658174
1053,183767.223075503
1054,244263.7414194699
1055,404959.8326507468
1056,277977.3105745281
1057,435152.54790960456
1058,516221.1677021676
1059,157878.0517792754
1060,578726.6088140584
1061,487903.318596775
1062,435442.5122151789
1063,101977.37689441019
1064,590215.2206451378
1065,179468.01026938032
1066,1383322.496561977
1067,1131662.8055572482
1068,600814.9370564276
1069,163565.92900849407
1070,350339.6779694908
1071,286990.96656994
1072,1405264.806733224
1073,433469.16866640106
1074,4067012.160206397
1075,1614286.3771281333
1076,203886.03325260826
1077,749840.1813193185
1078,485245.8146537418
1079,181217.664911465
1080,686016.1923645228
1081,345111.35216246266
1082,263892.9239128346
1083,344571.8781504217
1084,80647.8517695362
1085,376332.7288159958
1086,5458533.49611378
1087,130240.45337697671
1088,427682.7653625795
1089,268668.4547015859
1090,369402.87638494064
1091,3799701.936143293
1092,689912.3929569212
1093,300778.679153299
1094,245252.12307305718
1095,290907.05292167695
1096,420782.82226458663
1097,3799701.936143293
1098,203850.09751822404
1099,3198832.487377992
1100,191386.18405029565
1101,67970.96317664359
1102,280890.01263390813
1103,644789.5822587549
1104,288018.46940234257
1105,334752.1894959454
1106,282233.3828514989
1107,649029.8922683633
1108,511435.0060152432
1109,619722.863983848
1110,746843.3558443452
1111,560364.9806845377
1112,505621.3762930765
1113,420674.42234761704
1114,420612.9770224826
1115,101891.39175621144
1116,192541.14838280392
1117,181158.06659132335
1118,345898.1848703148
1119,653943.8411736825
1120,205622.74012925834
1121,119931.9527838986
1122,516611.4518263188
1123,241238.7314180737
1124,653109.3617913316
1125,592964.0930424428
1126,2464683.0349451457
1127,444600.3235409011
1128,217159.80815043554
1129,518019.37586789957
1130,5149120.835784349
1131,212153.51673572476
1132,1083663.3218354313
1133,231510.1114778404
1134,3198832.487377992
1135,147662.76714067324
1136,170193.1690180029
1137,1237104.5797280655
1138,608131.6691867665
1139,5458533.49611378
1140,1222378.1848440734
1141,499238.8491397753
1142,538023.6822808873
1143,304187.2941663111
1144,1863725.2369391848
1145,391778.4143743869
1146,731136.9081284542
1147,650544.4029215972
1148,623678.8988190759
1149,286301.74541636644
1150,900657.491718222
1151,5149120.835784349
1152,430397.0065058388
1153,169813.8359001207
1154,525557.4650302691
1155,408433.5600053023
1156,51378.067835540016
1157,814790.7560910529
1158,662631.0796731714
1159,662630.8717339219
1160,116898.48848188363
1161,281474.53167841985
1162,778387.276892415
1163,538023.6822808873
1164,235242.81259591502
1165,422984.6967114163
1166,645839.1363837026
1167,254239.90975963685
1168,336834.2468955147
1169,785118.6958300393
1170,628074.3874513017
1171,199530.42020076007
1172,3377164.010562874
1173,113323.28763689843
1174,482303.9787129415
1175,644789.5822587549
1176,420050.1725743276
1177,264904.371880996
1178,388426.7216986528
1179,317493.9047602323
1180,503230.83621531253
1181,274452.86475804285
1182,486207.3844199725
1183,33267.75425812595
1184,321763.7957772676
1185,665165.3170504957
1186,247765.6803274675
1187,230291.46825962383
1188,321630.10566002235
1189,285175.7806375867
1190,420799.15773870476
1191,1048286.2518889708
1192,1082089.429070593
1193,604105.1113865392
1194,739104.2551954427
1195,1405264.806733224
1196,180704.81703510432
1197,291127.2316734639
1198,677194.5086786094
1199,746843.3558443452
1200,804512.486751469
1201,728330.3740739169
1202,778387.276892415
1203,159652.0182053953
1204,504706.46183727885
1205,312760.37804729526
1206,804512.486751469
1207,741181.2295981587
1208,591884.8280793767
1209,272280.43242990575
1210,446372.4619552994
1211,485245.8146537418
1212,501126.56381476845
1213,362274.3185289916
1214,568459.7524173036
1215,309846.23075007816
1216,155975.9117753529
1217,187681.81864585134
1218,317493.9047602323
1219,119749.3659756813
1220,2679855.686280556
1221,611389.6853802102
1222,277420.5149630644
1223,257722.4181647878
1224,548669.5722499795
1225,140058.6031986665
1226,430548.6483549058
1227,134189.39502347898
1228,80714.55314981336
1229,569500.2326108802
1230,715031.0400263161
1231,799210.7935033484
1232,176442.45692571875
1233,176234.5500568788
1234,203802.7426859635
1235,688971.6836440151
1236,739748.1474944535
1237,531658.8606284008
1238,214417.98772400137
1239,616779.430630095
1240,671611.1127892043
1241,137950.86202930674
1242,260092.2678375566
1243,613770.599984944
1244,499238.8491397753
1245,466579.3886820708
1246,421076.69946202374
1247,592835.3434665134
1248,229295.665419558
1249,986382.4761559105
1250,1147292.4966095213
1251,623678.8988190759
1252,727598.5110321188
1253,909177.362322181
1254,1691478.8903664798
1255,596820.6097317347
1256,251331.20962904676
1257,330852.54951968277
1258,356549.19717586506
1259,455583.4213653236
1260,313608.1321575925
1261,420594.4012103056
1262,303167.1975015963
1263,223371.6096007551
1264,374425.07778624794
1265,578043.9891258867
1266,283483.1926509983
1267,201184.97177046028
1268,293958.87280779955
1269,1517710.869511372
1270,296783.4895118381
1271,309467.48460169346
1272,551639.9906493879
1273,103835.22931239652
1274,418310.10177648
1275,215182.97803091552
1276,230291.46825962383
1277,613770.599984944
1278,805795.5455771929
1279,201184.97177046028
1280,727598.5110321188
1281,193925.5139075216
1282,1890596.339534723
1283,358611.0506269319
1284,208050.90164265758
1285,127383.26034636151
1286,729467.383477061
1287,5458533.49611378
1288,274452.86475804285
1289,166100.53707034973
1290,367459.2498674363
1291,255062.99677193223
1292,185243.11069137382
1293,949057.4651332969
1294,507341.4895200741
1295,500326.1972071376
1296,282233.3828514989
1297,709666.6960547548
1298,253890.36741681295
1299,47060.41309694189
1300,1025308.1619009319
1301,208811.2806906809
1302,784511.408338674
1303,473175.68783407245
1304,627129.7242599863
1305,193393.1228680554
1306,473073.3332360787
1307,466849.5888837092
1308,803118.134963617
1309,596765.1818001177
1310,680134.5851111521
1311,200355.39138584607
1312,228255.9892593461
1313,496066.9017762865
1314,583843.3497911032
1315,287867.5082302373
1316,485577.49958564097
1317,778387.276892415
1318,545471.8810550738
1319,969908.1300538295
1320,351121.47871183616
1321,165424.0288246469
1322,147151.66585161773
1323,245139.05841160455
1324,2624607.7652109275
1325,385855.2338389746
1326,344344.95475451177
1327,1093849.7915859264
1328,490833.86429000256
1329,684408.2277791864
1330,238118.18570813577
1331,328457.4373530014
1332,916861.1569912106
1333,101409.25796189741
1334,427682.7653625795
1335,371767.9946684227
1336,640564.9463111243
1337,363997.2404874461
1338,573362.1768671642
1339,662631.0796731714
1340,500326.1972071376
1341,220379.85046223702
1342,111525.69882563883
1343,634010.4079893976
1344,166342.16411611234
1345,876905.3679249558
1346,902351.9092977933
1347,156791.91341887153
1348,828540.7510082632
1349,282233.3828514989
1350,1822669.6581474417
1351,317922.6080646057
1352,269201.79817641625
1353,84325.58469077325
1354,651701.9539285878
1355,346703.4970057522
1356,157846.74658813328
1357,644789.5822587549
1358,78378.45629002537
1359,677194.5086786094
1360,328539.21919550764
1361,468977.00225991703
1362,321100.80666425073
1363,270438.3550232705
1364,420799.15773870476
